ASIN,Page,RevNmb,Title,User,Rating,VPS,RDate,HVotes,CommentsCount,ReviewText
B00DVFLJKQ,98,980,Nexus 7 (2013) says it all!,Lawrence Wachter,5,Yes,10-Dec-15,-,0,Great tablet at a good price!
B00DVFLJKQ,99,981,Very sharp picture,Thomas Hering,5,Yes,31-Jan-14,-,0,"This is an adventure to use. It is different from a windows format.
It take time to learn it if you are used to the android system.
But, it works very well."
B00DVFLJKQ,99,982,Awesome tablet,omar s ahmad,5,Yes,17-Jan-14,-,0,I love to use it for reading articles. It's has great app selection. Battery life is pretty decent. IPad mini has slightly better battery life.
B00DVFLJKQ,99,983,Nice Update,Daunte Perry,5,Yes,01-Feb-14,-,0,"I enjoy the new Nexus 7. I own the previous version which has now became the kids' tablet.
It offers a great speed boost in performance and the screen is much nicer. Also in my case an upgrade from 16GB to 32GB.

Only downside is the lost of Tegra HD games that won't run due to the change in CPU in the new model."
B00DVFLJKQ,99,984,Five Stars,mike gracie,5,Yes,22-Aug-14,-,0,Best deal!! great service! fantastic product!!
B00DVFLJKQ,99,985,Great product,nick,5,Yes,21-Mar-14,-,0,"Certainly worth the money, works really smoothly. Shame about it arriving 3 weeks late through iparcel though, nearly went to a shop to buy myself another one. Never quite got the refund to my card that I was told I'd get, but I suppose that's just as well now that I got it."
B00DVFLJKQ,99,986,This was a Christmas gift for my 15 year old ...,Jan,4,Yes,14-Jan-15,-,0,This was a Christmas gift for my 15 year old daughter; she likes it. It does all the things she wants it to do thus far
B00DVFLJKQ,99,987,OVERALL GOOD,ERNESTO ASENCIO,4,Yes,18-Sep-15,-,0,"Watching movies are great, as well as searching the web. Sound is pretty low, my apps do freeze at times and my charger input broke. It looks great but works for me because of movies and webbing."
B00DVFLJKQ,99,988,Five Stars,jk,5,Yes,13-Aug-14,1,0,love it
B00DVFLJKQ,99,989,Five Stars,Thomas L. Chizek,5,Yes,08-Dec-14,-,0,"Got this for my daughter, she loves it."
B00DVFLJKQ,99,990,Google Asus Nexus 7 gen 2 (2013) review,Luciano,5,Yes,12-Oct-14,1,0,Definitely a great 7inch tablet. Highly responsive and fast processor and great os making it a dream for web browsing. The display is full HD and great for games and watching HD movies. I definitely recommend this tablet for anyone who wants quality for an affordable price.
B00DVFLJKQ,100,991,Five Stars,Brandon,5,Yes,07-Jan-15,-,0,"The Nexus 7 is in my opinion, one of the top tablets available."
B00DVFLJKQ,100,992,Nexus 7 tablet,casbah,5,Yes,26-Dec-13,-,0,My wife loves it. She uses it mainly to check her email. Communicate with distant relatives via Skype and play Spider.
B00DVFLJKQ,100,993,Amazing Tablet,June Kolar,5,Yes,11-Jun-14,-,0,"I have never owned a tablet before, so this is coming from a person with no tablet experience at all.

I love the Nexus 7 so far. It is really easy to use, the screen resolution quality is amazing, and it is the perfect size. I am thrilled to keep using it and see what it can do."
B00DVFLJKQ,100,994,Second nexus 7,Joseph M Van Allen,5,Yes,09-Sep-13,1,0,"The new Nexus 7 is awesome, great look, it's fast, and extremely easy to set up. The design is slightly different than the first generation 7. I also like the rear camera, makes it easier to take videos."
B00DVFLJKQ,100,995,Good stuff,Kyle buckenham,5,Yes,13-Dec-14,-,0,Great tablet. Doing everything I have asked it to.
B00DVFLJKQ,100,996,Five Stars,The Zoner,5,Yes,03-Nov-14,-,0,been a great tablet...love having it.
B00DVFLJKQ,100,997,Love it - my girlfriend loves it more!,shibut,5,Yes,03-Sep-13,1,0,"At the outset, I must admit that I own the original Nexus 7. One look at the images and reviews of the new one and I had to get it. In terms of looks and ""holdability,"" this new version has its older sibling beat. The resolution is jaw-droppingly clear and beautiful. I loaded up some pictures of a trip to Chicago and they look stunning. Jellybean 4.3 is snappier. I like the new placement of the headphone jack. I feel that the sound is better. This trumps the older ""7"" on every level (except that textured back) and that is saying something. At this present time, I do have to say that, in my humble opinion, this is the best 7 inch tablet on the market. Pick it up. At this price, you just can't go wrong. Accessories, though, are still not available. BTW, my girlfriend owns it now. I guess I'll have to buy one for myself!!"
B00DVFLJKQ,100,998,Five Stars,kathleen jo adler,5,Yes,18-Aug-15,-,0,"Good product, good service. Very pleased."
B00DVFLJKQ,100,999,Tablet works good,Tony,4,Yes,03-Apr-14,4,0,Tablet works good after doing system reset. Had to call Google to get walk through on resetting system after tablet got stuck on startup.
B00DVFLJKQ,100,1000,tons of excellent apps. Cons,Richard Centanni,2,Yes,20-Jul-14,1,1,"Pros: Compact, fast, tons of excellent apps.

Cons: It's been less than six months since I've purchased the tablet and half of the touch screen stops working occasionally. A reboot of the tablet tends to fix this temporarily, but this is a major deal breaker."
B00DVFLJKQ,101,1001,Great Tablet!!,Alejandro Corea,5,Yes,06-Dec-14,-,0,"One of the best tablets I've used. The nexus 7 combines fluides and power in a single table, I recommend it."
B00DVFLJKQ,101,1002,"Good, but not great.",Nathan Mathis,3,Yes,09-Dec-13,1,0,"Worked great, but I ended up getting a dead pixel right in the middle of the screen. I don't care how good the display was if there is a dot that won't go away it kind of makes it useless. I don't wanna pay over $200 for a defected product.

Otherwise it was a great tablet, just wish it wasn't built so cheap."
B00DVFLJKQ,101,1003,Five Stars,Bruce B,5,Yes,10-Jan-15,-,0,love this small tablet
B00DVFLJKQ,101,1004,nice,Erick,5,Yes,05-Jun-14,-,0,"this is article is very impressive, I like the way the model is very compact and have done all my homework for college on this tablet, the color range is very cute, I like too and I plan to buy more tablet togive my sister and my girlfriend too. very good product that could remove google"
B00DVFLJKQ,101,1005,Five Stars,Technolyze72,5,Yes,01-Sep-14,-,0,This is an absolutely wonderful device
B00DVFLJKQ,101,1006,AWESOME,Dennis realph,5,Yes,07-Mar-14,-,0,"I can't say anything about the original firmware because I'm using alternate firmware and am overclocked. But beyond that I can say:
The screen is awesome
The sound is great
It's built well
and I don't know much it's worth but its very responsive and non laggy (everything that can be overclocked is overclocked)"
B00DVFLJKQ,101,1007,Nice Tablet,Vanessa,5,Yes,22-May-14,1,0,Its a good product. IT has good visual graphics and sound. Bought with a MoKo Google New Nexus 7 FHD 2nd Gen Case and it works fine.
B00DVFLJKQ,101,1008,I like it.,Steve Melton,5,Yes,13-Jul-14,-,0,using in my aircraft with Garmin Pilot. I like it.
B00DVFLJKQ,101,1009,Best 7 inch tablet on the market.,Pavel Lapaev,4,Yes,02-Nov-13,-,0,"32GB WiFi version, 1 month of active, every day use
I had Nexus 7 2012 edition for 10 months and as soon as the new Nexus 7 2013 was available in Russia I ordered one. The shipping took about 2 weeks and the service, provided by Amazon during that time was spot on.
It is a great improvement since the old Nexus 7 and it is definitely worth its money. Its amazingly fast, the screen is superb and I really like how speakers are positioned, the quality and volume if the sounds is great. Pure Andrioid is another reason to buy this tablet. Honestly, there are many reviews which will tell you why this is a great tablet, so I will focus in the negatives. There are two things, which made me give this product ONLY 4 stars.
First one is that when I lay my tablet screen up on tha table it doest perfectly touch the surface of the table. The top part (where the camera and flash are) seems to be 0.5-1 mm above the table. I checked a few other Nexus 7 in stores and it seems that I am just the unlucky one. It doesnt affect the performance and day-to-day use in any way, but sometimes I remember about it and it ruins the perfection of the tablet.
Second reason is that the middle right part of the screen (portrait view) is not working perfectly when it comes to gestures. It is a bit off, making some tasks a bit harder. Again, not something that affects the usual routine, but a couple times a week it appears on the radar."
B00DVFLJKQ,101,1010,"well priced, fast and fun",PRay,5,Yes,17-Jun-14,-,0,Looked for awhile and finally jumped in. Great tablet that is fast with plenty of room 32g. Only addition would have been a micro sd storage slot.
B00DVFLJKQ,102,1011,Five Stars,Jeffrey B. Clark,5,Yes,18-Jan-15,-,0,much better than an apple
B00DVFLJKQ,102,1012,fast and flexible,Tubahip & family,5,Yes,24-Dec-13,-,0,This everything I read it would be! Fast and flexible and comfortable to hold. Wife has ipad mini and it is nice but I find myself returning to this every time.
B00DVFLJKQ,102,1013,A good product,chenyu,5,Yes,02-Jan-14,-,0,"High ratio of performance to price, The quality is very good,It is just what I need,I like it very much."
B00DVFLJKQ,102,1014,Best quality/price in 7'',Sergio Miguel Garcia,5,Yes,23-Jan-14,-,0,"I paid only 239$ for the 32GB model and love it, my sons love it too. Changed OS from the original Android KitKat to Cyanogenmod 11, without problems, changed UI from stock to Nova launcher, and added Kids Place application to protect tablet from my sons.
Incredible screen, and fast and super-responsive device."
B00DVFLJKQ,102,1015,Very cool,melany smythe,5,Yes,18-Dec-13,1,0,"Love it...it's better than the iPad. Best tablet ever, what else can I say
Easiest operating system, anyone can use it."
B00DVFLJKQ,102,1016,7 inches of Google Goodness,Nathan Shane Burd,5,Yes,14-Oct-13,-,0,"I just upgraded from the first generation Nexus 7. There are more places to look up specifications and definitely more indepth reviews, but this is one awesome tablet. From the screen to the instantaneous touch response, this Android is well worth the money. Unless you absolutely have to go Apple, get this and you shouldn't be disappointed."
B00DVFLJKQ,102,1017,5 stars. Period!,Karthik Vasishta,5,Yes,21-Jun-14,-,0,People who bought this product will know why it deserves 5 stars. I mainly use it to read books on-the-go. The battery life is the best and the price is affordable.
B00DVFLJKQ,102,1018,Nexus 7 fhd,Christian,5,Yes,27-Aug-13,-,0,"Outstanding product. I loved the first gen, and this one is completely worth the upgrade. Lightning fast responsiveness, zero lag even with heavy multitasking, gorgeous screen, and extremely easy and comfortable to hold in one hand. Couldn't be happier. Twice the tablet the ipad mini is and a 32gb is $50 cheaper than the minis 16! Gotta love Google and this tablet!"
B00DVFLJKQ,102,1019,Five Stars,Mahdi Akira,5,Yes,10-Feb-15,-,0,Great tablet
B00DVFLJKQ,102,1020,Five Stars,NZ,5,Yes,23-Jun-16,-,0,Bought it in 2013. Going strong. Regularly updated Android OS and security patches
B00DVFLJKQ,103,1021,very useful.,Modi,5,Yes,23-Nov-14,-,0,"use google services a lot, very useful."
B00DVFLJKQ,103,1022,great product!,Jermaine Beneby,4,Yes,12-Jan-14,-,1,"It runs very smooth and fast and video quality is beautiful. I just wish it was able to read WMA files, maybe an SD card slot and flash on the camera. But other than that this product is excellent. &#55357;&#56397;&#55357;&#56397;"
B00DVFLJKQ,103,1023,Five Stars,Patricia,5,Yes,19-Nov-14,-,0,Love it! Best tablet I have ever owned!
B00DVFLJKQ,103,1024,Avoid this tablet!,David Bernath,1,Yes,23-Jul-14,2,1,"This tablet constantly locks up, requiring a hard reset. After only a few weeks, it will no longer even reset. Researching online shows me that many others have experienced the same problem. Avoid this tablet."
B00DVFLJKQ,103,1025,Good ol' Nexus,Piquant,4,Yes,27-Nov-15,-,0,"I broke my first-generation Nexus 7 and I was debating for a long time how to replace it. The popular 9+-inch tablets are too big, but it seems that the other 7- or 8-inch tablets have various problems that the Nexus doesn't have. For example, the Kindle Fire seems rather locked-down, and one of the best things about my first-generation Nexus 7 was that I could eventually install SlimKat on it, significantly increasing its speed.

In the end, maybe this was really too expensive for the hardware that I'm getting. I don't know. I'm still pretty happy with it. It's basically the first-generation Nexus 7, but a little lighter and faster. I carry it around all the time. I often find myself holding it on my arm while I'm doing other things. That's the great thing about 7-inch tablets: they're really light and portable."
